asin,title,price,rating,reviews,countryOfOrigin,category1,bsr1,category2,bsr2,category3,bsr3,variations,sellers,fulfillment,Revenue30Day,unitSales30Day,url,image,isPrime,isSponsored,pageNum,scrapedAt,
B0064S9O1S,SC9120B Smoke and Carbon Monoxide Alarm,70,4.5,112,Canada,Tools & Home Improvement,3878,Smoke & Carbon Monoxide Alarms,26,,,1,3,MERCH,78334.7,1161,https://www.amazon.com/dp/B0064S9O1S,https://m.media-amazon.com/images/I/71siOi7eSIL._AC_UL320_.jpg,false,false,2,2026-01-28T11:51:48.470Z,
B0CST817LC,"2-Pack Fire Extinguisher Kit,Compact ABCK Spray for Home, Kitchen, Car, Grill | Eco-Friendly, Anti-Reignition | Mounting Bracket.",17.94,4.6,473,China,Tools & Home Improvement,2793,Fire Extinguishers,13,,,2,1,FBA,48827.01,2150,https://www.amazon.com/dp/B0CST817LC,https://m.media-amazon.com/images/I/7165-mhaBQL._AC_UL320_.jpg,true,false,2,2026-01-28T11:51:48.471Z,
B0F4KR3B9G,"Smoke Detector Carbon Monoxide Detector,2 in 1 Fire & CO Alarm,Battery Powered,Carbon Monoxide Gas Detector with LCD Digital Display Sound and Light Alarm for Bedroom Warehouse Kitchen or RV Travel",22.99,4.5,128,China,Tools & Home Improvement,4368,Smoke Detectors & Fire Alarms,19,,,1,1,FBA,28256.28,1229,https://www.amazon.com/dp/B0F4KR3B9G,https://m.media-amazon.com/images/I/716PEfnlCjL._AC_UL320_.jpg,true,false,2,2026-01-28T11:51:48.472Z,
B0DNSFYQP5,"Smoke Detector Carbon Monoxide Gas Alarm, Fire Carbon Monoxide (CO) Detector 2 in 1 with Digital Display and Sound Light Alarm, Battery Operated Suitable for Bedroom Warehouse Kitchen or RV Travel",22.99,4.5,242,China,Tools & Home Improvement,5278,Smoke & Carbon Monoxide Alarms,29,,,1,1,FBA,30816.51,1340,https://www.amazon.com/dp/B0DNSFYQP5,https://m.media-amazon.com/images/I/61zqExRJx4L._AC_UL320_.jpg,true,false,2,2026-01-28T11:51:48.473Z,
B0CB9GWDGF,"Kidde Multipurpose Fire Extinguisher for Home, Office, Dorm, Residential 3A40BC",49.94,4.7,450,Unknown,Tools & Home Improvement,11657,Fire Extinguishers,28,,,1,1,AMZ,59628.43,1194,https://www.amazon.com/dp/B0CB9GWDGF,https://m.media-amazon.com/images/I/71llW4aA3SL._AC_UL320_.jpg,true,true,2,2026-01-28T11:51:48.473Z,
B091RZYBBZ,"FACP Inside Sign, Fire Safety Sign, 6x12 Inches, Rust Free .040 Aluminum, Fade Resistant, Indoor/Outdoor Use, Made in USA",15.49,,,USA,,,,,,,3,1,MERCH,0,N/A,https://www.amazon.com/dp/B091RZYBBZ,https://m.media-amazon.com/images/I/614VBfzZTjL._AC_UL320_.jpg,false,true,2,2026-01-28T11:51:48.474Z,
B09ZKJJ4Z9,"Fire Hose Connection Sign, Fire Safety Sign, (SI-5715) 10x7 Inches, 55 mil Thick HDPS (high Density polystyrene), Made in USA",10.99,,,USA,Industrial & Scientific,1188360,Industrial Warning Signs,43967,,,14,1,MERCH,0,N/A,https://www.amazon.com/dp/B09ZKJJ4Z9,https://m.media-amazon.com/images/I/61eldpQmg9L._AC_UL320_.jpg,false,true,2,2026-01-28T11:51:48.474Z,
B001229JCU,"First Alert EZ Fire Spray, Extinguishing Aerosol Spray, AF400 Red 18 Ounce (Pack of 1)",13.99,4.8,12600,Amazon,Tools & Home Improvement,4148,Fire Extinguishers,15,,,2,5,AMZ,39220.48,1638,https://www.amazon.com/dp/B001229JCU,https://m.media-amazon.com/images/I/71uXDoLaSyL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.040Z,
B011O2WW1C,"First Alert CO710 Carbon Monoxide Detector with 10-Year Battery and Digital Temperature Display , White",32.99,4.6,3900,Unknown,Tools & Home Improvement,10226,Carbon Monoxide Detectors,60,,,2,3,AMZ,91126.85,2607,https://www.amazon.com/dp/B011O2WW1C,https://m.media-amazon.com/images/I/61DYZ1AjmOL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.040Z,
B0C35X5GFC,SimpliSafe Smoke & Carbon Monoxide Detector,69.99,4.7,484,Unknown,Tools & Home Improvement,5478,Smoke & Carbon Monoxide Alarms,30,,,2,1,AMZ,83250.34,1192,https://www.amazon.com/dp/B0C35X5GFC,https://m.media-amazon.com/images/I/51KPX3+EcIL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.041Z,
B0DGLFL7K8,"TOPTES CT-580 Portable Carbon Monoxide Detector, Rechargeable CO Detector with Vibration, Visual & Audible Alarms, 0-1000PPM, TFT Color Display for Home, Camping, Travel, Industrial & Professional Use",59.99,4.6,512,China,Tools & Home Improvement,4451,Carbon Monoxide Detectors,29,,,1,3,FBA,76806.91,1317,https://www.amazon.com/dp/B0DGLFL7K8,https://m.media-amazon.com/images/I/71Wi-JkGbQL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.041Z,
B0F8BGM9XK,"Smoke Detector, Fire Alarms Smoke Detectors, Smoke Alarm Battery Powered, Portable Smoke Detectors with LED Indicator, MY-S05, 1 Pack",8.99,4.3,302,China,Tools & Home Improvement,3267,Smoke Detectors & Fire Alarms,15,,,3,1,FBA,22404.93,1574,https://www.amazon.com/dp/B0F8BGM9XK,https://m.media-amazon.com/images/I/61s4QI7RP3L._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.041Z,
B0CB9GY6PM,"Kidde Fire Extinguisher for Home, For Residential and Living Area Use, 2A10BC",43.98,4.7,794,Unknown,Tools & Home Improvement,5813,Fire Extinguishers,21,,,1,1,AMZ,76969.31,1750,https://www.amazon.com/dp/B0CB9GY6PM,https://m.media-amazon.com/images/I/810StJOSJwL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.042Z,
B09RLLWTG8,"First Alert Two-Story Fire Escape Ladder, 14 Feet, Steel, Anti-Slip, Black",54.99,4.8,513,Unknown,Tools & Home Improvement,5261,Fire Escape Ladders,2,,,2,25,FBA,68552.67,1148,https://www.amazon.com/dp/B09RLLWTG8,https://m.media-amazon.com/images/I/81Z7jnV4pPL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.042Z,
B0C63914WK,"Kidde Kitchen Fire Extinguishers for Home & Office Use, 2 Pack: One 1-A:10-B:C and One Specialty Kitchen Extinguisher, Wall Mount & Strap Brackets Included",49.97,4.8,1100,Unknown,Tools & Home Improvement,4990,Fire Extinguishers,17,,,2,1,AMZ,73349,1468,https://www.amazon.com/dp/B0C63914WK,https://m.media-amazon.com/images/I/81ehwFJHPmL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.042Z,
B0CB9GFZ9M,"Kidde Basic Fire Extinguisher for Home, Office, Residential, Single-Use, 5BC",24.97,4.8,1400,Unknown,Tools & Home Improvement,6374,Fire Extinguishers,22,,,6,1,AMZ,37212.07,1491,https://www.amazon.com/dp/B0CB9GFZ9M,https://m.media-amazon.com/images/I/71varOnDScL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.042Z,
B0G4WZTMJ2,3 in 1 Multi Gas Detector Smoke Carbon Monoxide and Heat Detector 10 Year Battery Powered CO Alarm with Clear LCD Display and Audible Alarm for Home Safety and Protection Includes Battery,23.99,4.8,31,China,Tools & Home Improvement,5923,Smoke & Carbon Monoxide Alarms,33,,,1,1,FBA,15586,675,https://www.amazon.com/dp/B0G4WZTMJ2,https://m.media-amazon.com/images/I/61HQCypXiGL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.043Z,
B07NRY6CLT,"Hausse Retractable 3 Story Fire Escape Ladder, 25 Feet",89.99,4.6,1200,USA,Tools & Home Improvement,7164,Fire Escape Ladders,3,,,1,1,FBA,123184.37,1273,https://www.amazon.com/dp/B07NRY6CLT,https://m.media-amazon.com/images/I/61eWdDQQfmL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.043Z,
B0D6RWP9JC,"Combination Gas & Carbon Monoxide Detectors Plug in,Hembisen 2-in-1 Natural Gas Detector & Carbon Monoxide Alarm, CO Detector Alarm & Propane, Explosive Gas Detector for Home,RV,Easy to Install",30.59,4.3,1800,China,Tools & Home Improvement,2945,Carbon Monoxide Detectors,21,,,4,1,FBA,92547.53,1835,https://www.amazon.com/dp/B0D6RWP9JC,https://m.media-amazon.com/images/I/616f+y2-9xL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.043Z,
B0FP3MM8W4,"Kidde Smart Smoke and Carbon Monoxide Detector, Ring App Enabled for Real-Time Notifications, Wire-Free Interconnectivity, AA Battery Powered",69.98,4.4,142,Unknown,Tools & Home Improvement,1143,,,,,3,1,AMZ,220833.51,3429,https://www.amazon.com/dp/B0FP3MM8W4,https://m.media-amazon.com/images/I/61Pfegyw9LL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.044Z,
B0D9NJ9BV5,"2 Pack Smoke and Carbon Monoxide Detector,Smoke Detector Carbon Monoxide Detector Combo with Batteries,Fire Alarm Smoke Detector with Test Button and Digital Display",48.99,4.6,1000,China,Tools & Home Improvement,4928,Carbon Monoxide Detectors,30,,,3,1,FBA,160950.62,3374,https://www.amazon.com/dp/B0D9NJ9BV5,https://m.media-amazon.com/images/I/61qI893DE+L._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.044Z,
B0DG6KPX7Y,Carbon Monoxide Detectors Plug in Wall ，CO Detector 100-250V AC Power Operated，Portable Travel Carbon Monoxide Alarm with LCD Display Sound Light Warning for Home/Hotel/RV,13.99,4.6,127,China,Tools & Home Improvement,7407,Carbon Monoxide Detectors,43,,,5,1,FBA,16438.3,1175,https://www.amazon.com/dp/B0DG6KPX7Y,https://m.media-amazon.com/images/I/5113ZE6MAJL._AC_UL320_.jpg,false,false,3,2026-01-28T11:54:01.044Z,
B0DZH2MHHY,"4 Pack Combination Smoke and Carbon Monoxide Detector Battery Operated, Travel Portable Photoelectric Fire&Co Alarm for Home, Kitchen",62.98,4.2,15,China,Tools & Home Improvement,8907,Smoke & Carbon Monoxide Alarms,41,,,3,1,FBA,5235.83,83,https://www.amazon.com/dp/B0DZH2MHHY,https://m.media-amazon.com/images/I/51JwxIlDKmL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.045Z,
B0CJLCXYY6,"First Alert Smoke Alarm, Interconnect Hardwire Detector with 10-Year Battery Backup, SMI105-AC, 3-Pack",92.23,4.5,1900,USA,Tools & Home Improvement,5063,Smoke Detectors & Fire Alarms,22,,,2,18,FBA,88222.17,1619,https://www.amazon.com/dp/B0CJLCXYY6,https://m.media-amazon.com/images/I/71NqaschTzL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.045Z,
B0FDGRQS6S,10-Year Sealed Battery 2-in-1 Smoke & Carbon Monoxide Detector Alarm | Home/Garage Combo CO & Smoke Alarm Detector with Backlit LCD Display & V-0 Flame-Retardant Housing (1-Pack),37.99,4.6,56,China,Tools & Home Improvement,5867,Smoke & Carbon Monoxide Alarms,32,,,2,1,FBA,51980.05,1019,https://www.amazon.com/dp/B0FDGRQS6S,https://m.media-amazon.com/images/I/61Oo1rzeiZL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.045Z,
B0G11TD6F1,"Smoke Detector Carbon Monoxide Detector Combo, 2 in 1 Smoke and Carbon Monoxide Alarm with Display 85dB Alarm Replaceable Battery Fire Alarm CO Detector for Kitchen,Office",23.99,4.6,39,Unknown,Tools & Home Improvement,4519,Smoke & Carbon Monoxide Alarms,27,,,3,1,FBA,45382.75,1196,https://www.amazon.com/dp/B0G11TD6F1,https://m.media-amazon.com/images/I/61u3Q5FApAL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.046Z,
B0777R7JVF,"Amerex B500, 5 lb ABC Dry Chemical Fire Extinguisher – Class A, B & C Rated with 12–18 Ft Range and 14 Second Discharge Time, 2-Pack",139.99,4.6,3200,USA,Tools & Home Improvement,8880,Fire Extinguishers,24,,,1,9,FBA,149422.27,1096,https://www.amazon.com/dp/B0777R7JVF,https://m.media-amazon.com/images/I/71iebjt4Y2L._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.046Z,
B0CX6RMV4B,"Kidde Smoke Detector, AA Battery Powered LED Status Lights, 85 dB Alarm, 5-inches",30.77,4.5,849,Unknown,Tools & Home Improvement,5249,Smoke Detectors & Fire Alarms,23,,,2,1,AMZ,9095.24,225,https://www.amazon.com/dp/B0CX6RMV4B,https://m.media-amazon.com/images/I/71nO9VPIUEL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.046Z,
B0FFTJGP46,"Interconnected Smoke and Carbon Monoxide Detector, 10-Year Battery Wireless Interlinked Smoke & CO Alarm with Dual Sensors, Home Fire & CO Safety Protection (6Pack)",124.99,4.5,101,China,Tools & Home Improvement,3260,Smoke & Carbon Monoxide Alarms,21,,,3,1,FBA,135266.84,1525,https://www.amazon.com/dp/B0FFTJGP46,https://m.media-amazon.com/images/I/71eFKoGVXQL._AC_UL320_.jpg,false,false,3,2026-01-28T11:54:01.047Z,
B004QO9VRY,"FIRST ALERT CO400-3 Carbon Monoxide Detector, Battery Operated, White , 3-Pack -CO400-3",49.49,4.6,22400,Unknown,Tools & Home Improvement,84,Carbon Monoxide Detectors,2,,,4,4,FBA,465384.24,16437,https://www.amazon.com/dp/B004QO9VRY,https://m.media-amazon.com/images/I/714ce2d8HEL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.047Z,
B002U0KGDY,"First Alert EZ Fire Spray, Extinguishing Aerosol Spray, Pack of 2, AF400-2, RED",31.8,4.8,7100,Amazon,Tools & Home Improvement,9419,Fire Extinguishers,25,,,2,4,AMZ,27399.12,815,https://www.amazon.com/dp/B002U0KGDY,https://m.media-amazon.com/images/I/81sC-sYuRWL._AC_UL320_.jpg,true,false,3,2026-01-28T11:54:01.048Z,
B0045PS1DO,"First Alert Fire Extinguisher | Marine Fire Extinguisher, White, FE1A10GR, 1-Pack, 14""",29.98,4.8,10100,Unknown,Tools & Home Improvement,5395,Fire Extinguishers,18,,,4,4,AMZ,43767.27,1351,https://www.amazon.com/dp/B0045PS1DO,https://m.media-amazon.com/images/I/51Lk4oC8x5L._AC_UL320_.jpg,true,true,3,2026-01-28T11:54:01.049Z,
B0DJHQHHVW,"Combustible Gas & Carbon Monoxide Detector 4-in-1 Alarm with Temp/Humidity Sensor – Plug-in CO/Gas Leak Detector for Home, RV, Apartment Safety (Explosive Gas & CO Detection) (CO&Gas, 2-Pack)",56.98,4.5,317,China,Tools & Home Improvement,76734,Carbon Monoxide Detectors,170,,,6,1,FBA,2944.93,78,https://www.amazon.com/dp/B0DJHQHHVW,https://m.media-amazon.com/images/I/71YTj8eCivL._AC_UL320_.jpg,true,true,3,2026-01-28T11:54:01.049Z,
B0DWH5HB78,"Kidde Smoke Alarm SMACFEX, 120V Hardwired with Battery Backup I4618AC Replacement (21033081)",37.5,4.5,40,USA,Tools & Home Improvement,9805,Smoke Detectors & Fire Alarms,27,,,1,13,MERCH,31239.2,954,https://www.amazon.com/dp/B0DWH5HB78,https://m.media-amazon.com/images/I/41-8dnewkqL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.344Z,
B07G95Z38H,FIRST ALERT SC9120B Corded Electric Combination Alarm with Adapter Plugs for Easy Replacement,89.99,4.6,2200,USA,Tools & Home Improvement,11358,Smoke & Carbon Monoxide Alarms,46,,,2,4,FBA,131272.31,1592,https://www.amazon.com/dp/B07G95Z38H,https://m.media-amazon.com/images/I/71tXFGPT0PL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.344Z,
B0FDGS1PWR,10-Year Sealed Battery 2-in-1 Smoke & Carbon Monoxide Detector Alarm | Home/Garage Combo CO & Smoke Alarm Detector with LED Warning Light Indicators & V-0 Flame-Retardant Housing(1-Pack),36.99,4.6,45,China,Tools & Home Improvement,6549,Smoke & Carbon Monoxide Alarms,34,,,2,1,FBA,50211.72,991,https://www.amazon.com/dp/B0FDGS1PWR,https://m.media-amazon.com/images/I/61qhJWSMh4L._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.345Z,
B0C8JYB3HY,"LifeSafe Technologies StaySafe All-in-1 Portable Fire Extinguisher, Compact Fire Spray Easy to use on 10 Types of Fires, Non-Toxic & Eco-Friendly",23.99,4.7,3200,USA,Tools & Home Improvement,5632,Fire Extinguishers,20,,,3,4,FBA,74902.87,1820,https://www.amazon.com/dp/B0C8JYB3HY,https://m.media-amazon.com/images/I/61W55Twvd+L._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.345Z,
B0D1XQ9Z6R,"Carbon Monoxide Detectors with 10-Year Battery, Digital LCD Display, LED Flashing Signal Lights Portable CO Monitor Alarm for Travel, RV, Home, and Depot (1 Pack)",29.99,4.6,189,China,Tools & Home Improvement,10657,Carbon Monoxide Detectors,63,,,2,1,FBA,37599.09,1264,https://www.amazon.com/dp/B0D1XQ9Z6R,https://m.media-amazon.com/images/I/61hn+T6cJ3L._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.345Z,
B08Z61XL6V,"Mart Cobra Fire Blanket 2-Pack – Emergency Fire Suppression for Home & Kitchen – 40""x40"" Fireproof Fiberglass Safety Blankets – Heat Resistant & Easy to Use – Smothers Grease & Electrical Fires",37.97,4.8,5600,USA,Tools & Home Improvement,7065,Fire Safety,127,,,3,2,FBA,109368.29,2389,https://www.amazon.com/dp/B08Z61XL6V,https://m.media-amazon.com/images/I/71-NfVyvefL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.345Z,
B0FXB4C22Z,"Carbon Monoxide Detectors & Smoke Detector, Gas and Carbon Monoxide Detectors Plug in & Battery Backup with Temperature Humidity Detection, Adjustable Sound & Brightness for Home/RV/Travel/Camping",39.97,4.5,62,Unknown,Tools & Home Improvement,8793,Smoke & Carbon Monoxide Alarms,39,,,3,2,FBA,58749.36,1028,https://www.amazon.com/dp/B0FXB4C22Z,https://m.media-amazon.com/images/I/610+pq-1KrL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.346Z,
B0DQ8KKWCG,"Gas Leak Detector, Natural Gas Alarm for Home & RV, Plug-in Propane Detector Monitor with Audible & Visual Alarm, AC 110V-240V, White Color",24.99,4.6,411,Hong Kong,Tools & Home Improvement,8468,Combination Gas & Carbon Monoxide Detectors,5,,,5,1,FBA,35458.39,1177,https://www.amazon.com/dp/B0DQ8KKWCG,https://m.media-amazon.com/images/I/615KSsA3zDL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.346Z,
B0FFM449TM,High-Precision CO Detector Ultra-Fast Response Durable & Stable 24/7 Monitoring with Instant Alarm Stable Performance CO Alarm Ultra-Fast Sensing Durable Metal Housing,24.99,4.7,34,China,Tools & Home Improvement,10619,Combination Gas & Carbon Monoxide Detectors,6,,,1,2,FBA,8759.76,438,https://www.amazon.com/dp/B0FFM449TM,https://m.media-amazon.com/images/I/61eyLA9+TyL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.346Z,
B071GGL75N,"Klein Tools ET110 CO Meter, Carbon Monoxide Tester and Detector with Exposure Limit Alarm, 4 x AAA Batteries and Carry Pouch Included",139.99,4.5,1200,Unknown,Tools & Home Improvement,12087,Carbon Monoxide Detectors,68,,,1,10,FBA,130340.52,961,https://www.amazon.com/dp/B071GGL75N,https://m.media-amazon.com/images/I/41OvBezA3JL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.346Z,
B0F2DRSLMN,"Carbon Monoxide Detector,Portable CO Alarm CO Gas Monitor Alarm with LCD Digital Display Sound Light Warning,Battery Powered High Accuracy CO Alarm Detectors for Travel Home Office Kitchen Car Hotel",13.99,4.2,139,China,Tools & Home Improvement,11086,Carbon Monoxide Detectors,65,,,2,1,FBA,12813.12,916,https://www.amazon.com/dp/B0F2DRSLMN,https://m.media-amazon.com/images/I/71KcEjGDCNL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.347Z,
B0FPRCHQ5Y,"10-Year Battery Smoke and Carbon Monoxide Detector, 2-in-1 Smoke CO Alarm with Digital Display, Reliable Fire and CO Alarm for Home, Bedroom, Kitchen (1 Pack)",25.99,4.5,201,Unknown,Tools & Home Improvement,2425,Carbon Monoxide Detectors,18,,,12,2,FBA,164453.02,2688,https://www.amazon.com/dp/B0FPRCHQ5Y,https://m.media-amazon.com/images/I/61MsZgZRLFL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.347Z,
B0F8B258SY,"AGT-2309 Portable Carbon Monoxide Detector, 15-Day Standby, Rechargeable Mini CO Monitor with Lanyard for Travel & Camping, Handheld CO Meter with Audible & Visual Alerts, 0-1000ppm - Blue",36.99,4.7,199,China,Tools & Home Improvement,11590,Carbon Monoxide Detectors,66,,,2,1,FBA,35768.95,1054,https://www.amazon.com/dp/B0F8B258SY,https://m.media-amazon.com/images/I/513ctELJlAL._AC_UL320_.jpg,true,false,4,2026-01-28T11:57:56.348Z,
